% god. mj. dan. sat. NE  NW
 2003  5  4  3 -10.8373 -10.7484
 2003  5  4  4 -4.8837 -20.2975
 2003  5  4  5  1.5590 -28.2994
 2003  5  4  6  4.8344 -27.7769
 2003  5  4  7  7.6984 -28.7585
 2003  5  4  8 14.0241 -26.9942
 2003  5  4  9 16.5672 -20.9082
 2003  5  4 10 15.3324 -9.7792
 2003  5  4 11 12.4291 -2.1331
 2003  5  4 12  6.6437  3.6831
 2003  5  4 13  3.5094  4.7311
 2003  5  4 14  1.1379  4.6038
 2003  5  4 15 -0.4932  2.9455
 2003  5  4 16 -1.7898 -0.8126
 2003  5  4 17 -3.7664 -4.7951
 2003  5  4 18 -7.2545 -10.4785
 2003  5  4 19 -7.5438 -14.8929
 2003  5  4 20 -3.4183 -14.0000
 2003  5  4 21 -1.4716 -11.6376
 2003  5  4 22  2.3190 -10.6049
 2003  5  4 23  3.3146 -8.9655
 2003  5  5  0  8.7584 -6.0677
 2003  5  5  1 12.2190 -5.2883
 2003  5  5  2 13.2295 -0.9487
 2003  5  5  3 14.4512  3.0026
 2003  5  5  4  7.6673  2.2410
 2003  5  5  5  6.9449 -1.0123
 2003  5  5  6  4.5282 -4.8501
 2003  5  5  7  0.4441 -6.0653
 2003  5  5  8 -4.7393 -9.2669
 2003  5  5  9 -6.4517 -8.8493
 2003  5  5 10 -6.2904 -9.4735
 2003  5  5 11 -7.7217 -8.7442
 2003  5  5 12 -4.4642 -8.0569
 2003  5  5 13 -1.6481 -9.3664
 2003  5  5 14  0.7210 -11.3741
 2003  5  5 15  4.3698 -10.7765
 2003  5  5 16  5.6803 -15.6947
 2003  5  5 17  7.3915 -17.1544
 2003  5  5 18  9.2109 -18.1615
 2003  5  5 19 11.0337 -16.5484
 2003  5  5 20 12.8092 -11.5226
 2003  5  5 21 11.7479 -5.3049
 2003  5  5 22  7.8833  3.4922
 2003  5  5 23  4.7150  7.8842
 2003  5  6  0 -2.0705 11.4239
 2003  5  6  1 -5.4874 12.4288
 2003  5  6  2 -5.7027  8.1060
 2003  5  6  3 -4.7043  3.8577
 2003  5  6  4 -1.1360 -1.9103
 2003  5  6  5 -0.1870 -7.5904
 2003  5  6  6  2.3122 -9.2709
 2003  5  6  7  1.7908 -15.0453
 2003  5  6  8  5.9843 -14.5932
 2003  5  6  9  6.4259 -13.0705
 2003  5  6 10  6.7179 -11.5538
 2003  5  6 11  6.8206 -7.8073
 2003  5  6 12  8.4555 -5.2704
 2003  5  6 13  6.5224 -2.4223
 2003  5  6 14  6.3599 -2.7445
 2003  5  6 15  6.0781 -2.1217
 2003  5  6 16  5.6545 -4.7357
 2003  5  6 17  4.7272 -5.7868
 2003  5  6 18  5.1599 -7.6336
 2003  5  6 19  7.2040 -5.8216
 2003  5  6 20  6.9856 -5.6027
 2003  5  6 21  6.7961 -5.5296
 2003  5  6 22  5.7272 -2.8618
 2003  5  6 23  7.2543  0.7438
 2003  5  7  0  6.1030  3.7695
 2003  5  7  1  4.1635  5.1175
 2003  5  7  2  3.8554  4.4608
 2003  5  7  3  5.4032  3.8439
 2003  5  7  4  5.2710  1.2480
 2003  5  7  5  7.8618  0.4612
 2003  5  7  6  8.5525 -2.0017
 2003  5  7  7  5.8029 -4.0280
 2003  5  7  8  6.7854 -8.1657
 2003  5  7  9  9.9395 -8.1655
 2003  5  7 10  8.2783 -9.8030
 2003  5  7 11  7.1649 -9.3985
 2003  5  7 12  7.3001 -7.6210
 2003  5  7 13  6.3724 -6.9311
 2003  5  7 14  5.6377 -4.8239
 2003  5  7 15  4.4499 -4.8061
 2003  5  7 16  6.6266 -5.6742
 2003  5  7 17  5.8713 -8.3454
 2003  5  7 18  6.3432 -11.0101
 2003  5  7 19  8.2752 -12.5160
 2003  5  7 20 10.2047 -11.5430
 2003  5  7 21  8.9944 -9.3785
 2003  5  7 22  9.3952 -6.7521
 2003  5  7 23  9.6750 -3.8758
 2003  5  8  0  9.2895  2.5065
 2003  5  8  1 10.5507  3.6666
 2003  5  8  2 11.8656  3.9620
 2003  5  8  3 11.0984  6.5389
 2003  5  8  4 11.3824  5.7357
 2003  5  8  5 11.8730  7.4290
 2003  5  8  6  5.1593  4.2061
 2003  5  8  7  3.2035 -1.5037
 2003  5  8  8  3.1127 -7.3065
 2003  5  8  9  4.3524 -11.9457
 2003  5  8 10  2.3463 -14.0516
 2003  5  8 11  1.6521 -16.5772
 2003  5  8 12 -0.8244 -18.1278
 2003  5  8 13  3.1638 -17.6505
 2003  5  8 14  6.2700 -17.5137
 2003  5  8 15  6.7258 -13.9648
 2003  5  8 16  6.4789 -9.6957
 2003  5  8 17  7.4782 -5.6140
 2003  5  8 18  8.3391 -3.8492
 2003  5  8 19  8.9422 -4.1673
 2003  5  8 20  9.6388 -0.3403
 2003  5  8 21  8.8536  1.4277
 2003  5  8 22  5.9770  4.6046
 2003  5  8 23  1.0440  5.0813
 2003  5  9  0 -1.6973  6.4956
 2003  5  9  1 -6.2301  6.0571
 2003  5  9  2 -8.3206  2.8913
 2003  5  9  3 -8.2699 -2.3646
 2003  5  9  4 -5.9551 -4.8955
 2003  5  9  5 -4.3267 -8.8867
 2003  5  9  6 -2.5115 -9.9797
 2003  5  9  7  0.6545 -9.6341
 2003  5  9  8  3.2506 -10.8563
 2003  5  9  9  6.8452 -12.4560
 2003  5  9 10  8.5732 -11.7642
 2003  5  9 11  7.1257 -13.4177
 2003  5  9 12  8.7040 -12.3536
 2003  5  9 13  8.7961 -9.0082
 2003  5  9 14  4.6617 -6.7530
 2003  5  9 15  5.6679 -3.8670
 2003  5  9 16  6.0255  0.3712
 2003  5  9 17  2.8600  4.1747
 2003  5  9 18  1.6961  4.9532
 2003  5  9 19 -1.8082  5.2328
 2003  5  9 20 -4.9851  2.7124
 2003  5  9 21 -4.7988  0.5968
 2003  5  9 22 -3.7554 -3.9652
 2003  5  9 23 -1.5402 -6.4451
 2003  5 10  0 -0.3365 -7.0443
 2003  5 10  1  0.0040 -6.7300
 2003  5 10  2  2.7128 -4.1520
 2003  5 10  3  3.5577 -1.0194
 2003  5 10  4  5.4391 -0.8694
 2003  5 10  5  7.4764  1.9530
 2003  5 10  6  5.7656  1.7668
 2003  5 10  7  5.8075  2.2070
 2003  5 10  8  6.7381  4.8026
 2003  5 10  9  2.9279  3.6952
 2003  5 10 10  2.5139  1.9864
 2003  5 10 11 -0.6536 -1.8259
 2003  5 10 12 -1.0655 -4.2894
 2003  5 10 13 -3.3468 -7.1899
 2003  5 10 14 -3.7323 -9.9225
 2003  5 10 15 -5.0560 -10.3299
 2003  5 10 16 -4.9090 -7.6305
 2003  5 10 17 -4.3446 -5.6178
 2003  5 10 18 -1.1114 -2.1729
 2003  5 10 19 -0.6646 -0.0900
 2003  5 10 20  0.7109  1.0614
 2003  5 10 21  5.2146  1.0911
 2003  5 10 22  6.2038 -1.2159
 2003  5 10 23  6.2250 -0.7422
 2003  5 11  0  7.5938  0.6230
 2003  5 11  1  7.2065 -0.4373
 2003  5 11  2  4.4247  2.5166
 2003  5 11  3  3.7996  5.8229
 2003  5 11  4 -0.1595  6.9197
 2003  5 11  5 -5.9544  7.5846
 2003  5 11  6 -7.4576  8.4489
 2003  5 11  7 -7.9131  8.4429
 2003  5 11  8 -10.5724  5.1330
 2003  5 11  9 -6.5795 -0.6658
 2003  5 11 10 -3.3078 -5.8268
 2003  5 11 11 -0.4980 -11.6904
 2003  5 11 12  1.9659 -13.2714
 2003  5 11 13  3.3555 -14.4972
 2003  5 11 14  4.8037 -13.6162
 2003  5 11 15  4.7756 -10.1419
 2003  5 11 16  7.8362 -5.3354
 2003  5 11 17  5.1134  2.3740
 2003  5 11 18  4.3807  7.6679
 2003  5 11 19 -0.0231 14.1168
 2003  5 11 20 -2.9749 13.8588
 2003  5 11 21 -2.9685 16.2252
 2003  5 11 22 -3.8517 14.2210
 2003  5 11 23 -4.6407 10.8498
 2003  5 12  0 -6.4112  4.3583
 2003  5 12  1 -8.7018  0.0160
 2003  5 12  2 -7.0989 -5.7206
 2003  5 12  3 -4.2678 -8.8907
 2003  5 12  4 -3.3579 -8.1780
 2003  5 12  5 -0.8268 -5.5998
 2003  5 12  6  2.1382 -1.7713
 2003  5 12  7  3.3552  3.3921
 2003  5 12  8  4.6496  8.6476
 2003  5 12  9  4.9899  9.8241
 2003  5 12 10  4.3153  7.9250
 2003  5 12 11  4.1781  4.7404
 2003  5 12 12  3.0420  2.5472
 2003  5 12 13  1.5991 -0.9588
 2003  5 12 14 -0.1322 -5.0956
 2003  5 12 15 -3.2660 -4.1083
 2003  5 12 16 -3.8602 -2.4770
 2003  5 12 17 -6.8021  0.0223
 2003  5 12 18 -7.0174  3.3677
 2003  5 12 19 -5.6577  7.7537
 2003  5 12 20 -3.9006 10.0018
 2003  5 12 21 -2.2083 11.9894
 2003  5 12 22 -0.5849 11.2606
 2003  5 12 23  2.9099  7.3115
 2003  5 13  0  3.5257  4.6193
 2003  5 13  1  3.2265 -0.9531
 2003  5 13  2  3.8593 -2.6268
 2003  5 13  3  4.8714 -2.0082
 2003  5 13  4  3.6306 -3.8856
 2003  5 13  5  3.3274  0.2656
 2003  5 13  6  2.3833  4.9285
 2003  5 13  7  1.3282  9.0704
 2003  5 13  8 -1.6232 11.8151
 2003  5 13  9 -3.0234 11.0156
 2003  5 13 10 -4.6070  9.7684
 2003  5 13 11 -4.0665  5.0019
 2003  5 13 12 -2.8512  1.2002
 2003  5 13 13 -2.1975 -6.7073
 2003  5 13 14 -1.3124 -10.7965
 2003  5 13 15  0.5307 -14.8460
 2003  5 13 16 -1.8660 -12.6619
 2003  5 13 17 -1.9368 -7.9021
 2003  5 13 18  0.7467 -2.2809
 2003  5 13 19  0.8284  5.1765
 2003  5 13 20  4.3271 12.2508
 2003  5 13 21  4.2725 18.5227
 2003  5 13 22  3.7420 22.0510
 2003  5 13 23  1.2710 19.4406
 2003  5 14  0 -0.8849 14.4462
 2003  5 14  1 -2.8639  7.8030
 2003  5 14  2 -3.3887  1.4507
 2003  5 14  3 -3.0810 -6.9772
 2003  5 14  4 -2.6573 -10.4147
 2003  5 14  5 -1.8771 -9.6984
 2003  5 14  6 -1.8497 -7.9779
 2003  5 14  7  0.2597 -1.6205
 2003  5 14  8  1.1785  4.2173
 2003  5 14  9  1.2265  8.0722
 2003  5 14 10  2.7405  9.6749
 2003  5 14 11  1.9975  7.8127
 2003  5 14 12  1.8762  3.7957
 2003  5 14 13  2.3495 -0.3795
 2003  5 14 14  2.3227 -5.7334
 2003  5 14 15  3.1871 -8.2103
 2003  5 14 16  3.8722 -7.8310
 2003  5 14 17  1.2684 -1.1416
 2003  5 14 18 -2.3388  2.4165
 2003  5 14 19 -1.8395  7.7038
 2003  5 14 20 -0.7032 13.9532
 2003  5 14 21 -0.3949 19.7827
 2003  5 14 22 -1.2861 21.6274
 2003  5 14 23 -1.2703 22.0168
 2003  5 15  0  1.8848 15.4692
 2003  5 15  1  1.0489  6.9202
 2003  5 15  2  2.0307  2.4705
 2003  5 15  3  1.7194 -4.8471
 2003  5 15  4  3.7220 -8.3167
 2003  5 15  5  4.7142 -6.4472
 2003  5 15  6  1.2385 -6.5930
 2003  5 15  7  2.2735 -5.0034
 2003  5 15  8  5.9785 -0.0302
 2003  5 15  9  2.8812  6.1934
 2003  5 15 10  1.7111 10.3226
 2003  5 15 11 -0.7096  9.9825
 2003  5 15 12  0.2846  9.8772
 2003  5 15 13 -1.7421  7.4305
 2003  5 15 14 -4.9047 -2.2904
 2003  5 15 15 -3.5673 -8.7281
 2003  5 15 16 -5.1276 -12.7681
 2003  5 15 17 -3.9275 -14.8858
 2003  5 15 18 -5.7547 -11.8606
 2003  5 15 19 -5.6487 -4.1659
 2003  5 15 20 -7.7057  2.2755
 2003  5 15 21 -6.0364  7.7697
 2003  5 15 22 -6.8934  6.4631
 2003  5 15 23 -4.5137  8.9752
 2003  5 16  0 -1.3020  4.3127
 2003  5 16  1  1.8780  0.8264
 2003  5 16  2  3.7912 -2.1093
 2003  5 16  3  3.3381 -5.6717
 2003  5 16  4  5.1962 -9.1156
 2003  5 16  5  7.1234 -8.8190
 2003  5 16  6  1.8883 -7.7056
 2003  5 16  7  0.1558 -6.5437
 2003  5 16  8 -1.6710  2.3429
 2003  5 16  9 -9.8993 11.6338
 2003  5 16 10 -15.0497 12.8630
 2003  5 16 11 -16.2026 11.6501
 2003  5 16 12 -15.1978  5.2613
 2003  5 16 13 -13.3929  0.5132
 2003  5 16 14 -10.2056 -7.7245
 2003  5 16 15 -5.9034 -14.3821
 2003  5 16 16 -2.2956 -22.2848
 2003  5 16 17 -0.6207 -14.6839
 2003  5 16 18  1.0796 -11.5148
 2003  5 16 19  2.6006 -7.5958
 2003  5 16 20  2.2862 -2.5342
 2003  5 16 21 -0.1356  3.8623
 2003  5 16 22 -1.4605 10.6801
 2003  5 16 23 -4.1581 16.5773
 2003  5 17  0 -6.2756 16.5397
 2003  5 17  1 -6.5146 15.4793
 2003  5 17  2 -8.3308  8.0384
 2003  5 17  3 -6.9977  0.2303
 2003  5 17  4 -8.3721 -7.1694
 2003  5 17  5 -4.4573 -14.6417
 2003  5 17  6 -3.1949 -18.1197
 2003  5 17  7 -1.8046 -16.3626
 2003  5 17  8 -1.2008 -14.9766
 2003  5 17  9  1.8249 -11.7402
 2003  5 17 10  3.6496 -4.2523
 2003  5 17 11  2.1696  0.7589
 2003  5 17 12  0.8682  3.2349
 2003  5 17 13  1.6325  3.5997
 2003  5 17 14  2.2143  1.4659
 2003  5 17 15  3.3379 -1.4868
 2003  5 17 16  3.1335 -5.5390
 2003  5 17 17 -0.1225 -3.7755
 2003  5 17 18 -2.8636 -3.8627
 2003  5 17 19 -3.7558 -0.8598
 2003  5 17 20 -5.8184  2.2691
 2003  5 17 21 -7.5897  4.3177
 2003  5 17 22 -7.0386  6.8603
 2003  5 17 23 -4.1460 10.4077
 2003  5 18  0 -2.6498 10.3288
 2003  5 18  1 -2.7506 11.3836
 2003  5 18  2 -1.6412  6.3592
 2003  5 18  3  1.1902 -0.8215
 2003  5 18  4  2.0161 -5.4404
 2003  5 18  5  1.3933 -8.8855
 2003  5 18  6  2.1933 -11.2980
 2003  5 18  7  2.2760 -11.0369
 2003  5 18  8  4.3994 -10.0169
 2003  5 18  9  2.5496 -6.3357
 2003  5 18 10  0.1294 -0.9446
 2003  5 18 11 -0.8453  2.9861
 2003  5 18 12 -2.1781  3.9486
 2003  5 18 13 -5.8198  4.8623
 2003  5 18 14 -6.9762  0.9243
 2003  5 18 15 -3.7498 -2.8193
 2003  5 18 16 -3.5932 -7.4216
 2003  5 18 17  0.0731 -9.3214
 2003  5 18 18 -0.0878 -10.0394
 2003  5 18 19  2.5466 -8.2841
 2003  5 18 20  5.0670 -5.8821
 2003  5 18 21  5.2998  1.0272
 2003  5 18 22  5.8553  7.7942
 2003  5 18 23  4.8900 13.6902
 2003  5 19  0  3.3501 19.4255
 2003  5 19  1 -0.4047 20.2322
 2003  5 19  2 -2.0356 20.2015
 2003  5 19  3 -4.8907 14.3392
 2003  5 19  4 -9.1306  9.5535
 2003  5 19  5 -7.6026  0.7914
 2003  5 19  6 -5.3931 -6.9440
 2003  5 19  7 -4.1041 -11.1438
 2003  5 19  8 -2.1428 -14.9743
 2003  5 19  9 -2.1116 -17.3023
 2003  5 19 10  2.2275 -12.5435
 2003  5 19 11  4.7403 -6.0538
 2003  5 19 12  4.2459 -3.0832
 2003  5 19 13  6.7969 -1.0590
 2003  5 19 14  4.6312  1.9226
 2003  5 19 15  2.4745  2.2479
 2003  5 19 16  0.9289 -0.0429
 2003  5 19 17  1.1369 -1.1038
 2003  5 19 18  0.0333 -3.3218
 2003  5 19 19  0.1528 -1.7449
 2003  5 19 20  0.7158 -0.9521
 2003  5 19 21  0.8077  0.8126
 2003  5 19 22 -0.0711  5.1335
 2003  5 19 23  0.1605  8.3840
 2003  5 20  0 -0.8621 10.8880
 2003  5 20  1 -1.5171 13.7223
 2003  5 20  2 -3.3370 10.8113
 2003  5 20  3 -0.6699  5.6332
 2003  5 20  4 -1.2194  5.1154
 2003  5 20  5 -3.0349  0.2499
 2003  5 20  6 -1.7537 -6.0363
 2003  5 20  7  2.1736 -9.8865
 2003  5 20  8  2.9206 -9.6451
 2003  5 20  9  3.9521 -10.7420
 2003  5 20 10  5.3232 -10.6928
 2003  5 20 11  5.9067 -3.5070
 2003  5 20 12  3.2332 -0.0328
 2003  5 20 13 -0.1545  1.0908
 2003  5 20 14 -2.2514  2.4957
 2003  5 20 15 -1.1358  2.5944
 2003  5 20 16 -1.9920  3.0655
 2003  5 20 17 -3.5196  1.9930
 2003  5 20 18 -5.1707  0.5682
 2003  5 20 19 -6.4414 -2.2128
 2003  5 20 20 -1.0685 -3.8067
 2003  5 20 21  3.3632 -2.9353
 2003  5 20 22  3.1480 -0.0132
 2003  5 20 23  2.6919  0.2354
 2003  5 21  0  3.4176  6.1055
 2003  5 21  1  5.0138  6.1810
 2003  5 21  2  2.1057  8.4647
 2003  5 21  3  3.8382 10.5155
 2003  5 21  4  4.0434 13.3930
 2003  5 21  5 -0.8125 16.0994
 2003  5 21  6 -10.4050  8.2423
 2003  5 21  7 -16.7180 -1.8531
 2003  5 21  8 -14.4462 -12.9201
 2003  5 21  9 -13.5616 -23.1404
 2003  5 21 10 -6.8107 -27.0074
 2003  5 21 11 -4.6607 -28.8470
 2003  5 21 12 -0.9557 -25.8010
 2003  5 21 13  2.0031 -27.9845
 2003  5 21 14  5.0435 -35.6256
 2003  5 21 15  9.3442 -34.9898
 2003  5 21 16  7.4059 -25.5378
 2003  5 21 17  4.6762 -16.1553
 2003  5 21 18  1.0505 -13.4626
 2003  5 21 19 -5.0194 -17.5869
 2003  5 21 20 -5.6585 -20.0363
 2003  5 21 21 -5.5535 -20.1259
 2003  5 21 22 -8.1055 -16.1276
 2003  5 21 23 -3.4276 -11.2599
 2003  5 22  0 -6.9529 -6.2770
 2003  5 22  1 -12.6894 -1.3481
 2003  5 22  2 -19.0047  0.0704
 2003  5 22  3 -25.3041 -1.7107
 2003  5 22  4 -26.3057 -6.5605
 2003  5 22  5 -27.0859 -9.9944
 2003  5 22  6 -22.6044 -19.0313
 2003  5 22  7 -18.4542 -20.2084
 2003  5 22  8 -13.5404 -22.0902
 2003  5 22  9 -8.6524 -23.1261
 2003  5 22 10 -3.7656 -21.9977
 2003  5 22 11 -5.2924 -32.4022
 2003  5 22 12 -2.2882 -33.2372
 2003  5 22 13  5.5548 -29.7122
 2003  5 22 14 12.3263 -21.6960
 2003  5 22 15 14.7654 -10.4664
 2003  5 22 16 11.5355  3.1623
 2003  5 22 17  6.9900 10.2146
 2003  5 22 18 -0.0590 15.0574
 2003  5 22 19 -10.0721 14.2456
 2003  5 22 20 -22.0527  7.6874
 2003  5 22 21 -23.7569  4.8425
 2003  5 22 22 -23.8895 -2.3504
 2003  5 22 23 -23.2042 -8.4730
 2003  5 23  0 -21.4714 -14.1522
 2003  5 23  1 -21.0802 -16.4820
 2003  5 23  2 -17.0169 -17.4793
 2003  5 23  3 -12.7125 -17.6290
 2003  5 23  4 -9.7168 -15.9122
 2003  5 23  5 -5.8839 -12.6022
 2003  5 23  6 -0.2231 -12.9302
 2003  5 23  7  5.0321 -12.4913
 2003  5 23  8  6.7609 -12.7326
 2003  5 23  9 10.5403 -12.0247
 2003  5 23 10 12.4760 -13.4333
 2003  5 23 11 12.2554 -10.6258
 2003  5 23 12  9.4302 -10.2003
 2003  5 23 13  7.2094 -8.3712
 2003  5 23 14  6.6984 -6.2052
 2003  5 23 15  4.9501 -4.6331
 2003  5 23 16  1.9717 -3.0945
 2003  5 23 17  1.5433 -0.8921
 2003  5 23 18 -1.3093  1.5581
 2003  5 23 19 -2.8150 -1.4337
 2003  5 23 20 -1.7730  0.4916
 2003  5 23 21 -2.0205  0.2301
 2003  5 23 22 -4.0108  0.5433
 2003  5 23 23 -2.6778 -2.8894
 2003  5 24  0 -2.6925 -7.3311
 2003  5 24  1  3.8102 -10.3279
 2003  5 24  2  0.4391 -7.2013
 2003  5 24  3  2.4863 -4.9877
 2003  5 24  4  3.5547 -2.3919
 2003  5 24  5  5.7940 -2.4302
 2003  5 24  6  5.4637  0.7607
 2003  5 24  7  4.9218  2.4573
 2003  5 24  8  4.6854  2.4168
 2003  5 24  9  3.3673 -0.8413
 2003  5 24 10  1.6958 -2.3644
 2003  5 24 11  2.9406 -4.3157
 2003  5 24 12  1.4510 -9.7882
