% god. mj. dan. sat. NE  NW
 2003  4 29  2 -0.6550 -6.9148
 2003  4 29  3  0.8450 -11.2048
 2003  4 29  4 -1.4471 -13.2918
 2003  4 29  5 -0.0695 -13.9606
 2003  4 29  6 -1.0632 -11.6986
 2003  4 29  7 -2.4831 -9.9613
 2003  4 29  8 -3.8201 -6.2190
 2003  4 29  9 -3.3971 -0.2576
 2003  4 29 10 -3.9267  2.1186
 2003  4 29 11 -3.8942  2.5484
 2003  4 29 12 -3.9668 -0.4965
 2003  4 29 13 -1.9981 -3.4311
 2003  4 29 14 -5.2787 -8.2549
 2003  4 29 15 -2.6172 -13.9275
 2003  4 29 16 -2.7902 -17.5890
 2003  4 29 17 -1.1822 -17.1199
 2003  4 29 18 -2.0186 -12.0839
 2003  4 29 19 -3.7551 -6.4115
 2003  4 29 20 -2.3677  0.7154
 2003  4 29 21 -0.4914  4.8448
 2003  4 29 22  1.9366  7.7840
 2003  4 29 23  4.1109  8.5623
 2003  4 30  0 -0.5286  7.8498
 2003  4 30  1 -1.7342  4.4014
 2003  4 30  2 -2.2475 -3.2170
 2003  4 30  3 -3.4190 -8.6655
 2003  4 30  4 -2.0580 -13.5260
 2003  4 30  5 -1.8200 -15.0529
 2003  4 30  6 -2.8618 -12.7252
 2003  4 30  7 -3.0053 -11.9446
 2003  4 30  8 -4.4955 -6.5413
 2003  4 30  9 -4.8730 -3.9843
 2003  4 30 10 -4.4086 -3.6334
 2003  4 30 11 -1.4079 -5.2622
 2003  4 30 12  0.9465 -7.4967
 2003  4 30 13  3.1608 -10.3263
 2003  4 30 14  4.6880 -12.9895
 2003  4 30 15  1.6091 -13.4271
 2003  4 30 16  1.5047 -15.6329
 2003  4 30 17 -0.4384 -13.7652
 2003  4 30 18  3.0102 -8.8409
 2003  4 30 19 -1.2714 -2.9653
 2003  4 30 20 -1.4306  4.7608
 2003  4 30 21 -2.2675  5.5952
 2003  4 30 22 -1.9422 12.2963
 2003  4 30 23 -3.8864 18.0987
 2003  5  1  0 -7.3724 17.5455
 2003  5  1  1 -11.5231 14.0200
 2003  5  1  2 -10.6287  2.4730
 2003  5  1  3 -12.2222 -7.6543
 2003  5  1  4 -13.4377 -16.2303
 2003  5  1  5 -8.0534 -23.7466
 2003  5  1  6 -3.4484 -22.5642
 2003  5  1  7 -2.3468 -15.5720
 2003  5  1  8  2.9353 -13.8577
 2003  5  1  9  6.3605 -10.1127
 2003  5  1 10  9.3037 -3.2969
 2003  5  1 11  7.5807 -0.1212
 2003  5  1 12  3.9397  1.5755
 2003  5  1 13  7.1281  2.3176
 2003  5  1 14  2.7544 -5.1184
 2003  5  1 15  1.3971 -5.6211
 2003  5  1 16  0.4737 -5.8695
 2003  5  1 17  1.0879 -7.0240
 2003  5  1 18 -4.6489 -2.8371
 2003  5  1 19 -6.5127 -2.5009
 2003  5  1 20 -7.7636 -2.7169
 2003  5  1 21 -12.6058  2.5748
 2003  5  1 22 -12.8024  7.1641
 2003  5  1 23 -12.0300  4.0710
 2003  5  2  0 -8.8818  0.7966
 2003  5  2  1 -0.9240 -1.3778
 2003  5  2  2 -1.8109 -1.5693
 2003  5  2  3  3.4863 -8.2568
 2003  5  2  4  7.9998 -14.1018
 2003  5  2  5  6.1170 -13.7078
 2003  5  2  6  5.7590 -15.8804
 2003  5  2  7  7.1838 -13.1940
 2003  5  2  8  4.8949 -7.4435
 2003  5  2  9  2.9039 -3.6442
 2003  5  2 10  1.0990  3.8552
 2003  5  2 11 -1.5188  6.0664
 2003  5  2 12 -5.9479  6.2585
 2003  5  2 13 -6.1237  3.5131
 2003  5  2 14 -9.5753 -1.5114
 2003  5  2 15 -7.9770 -9.7067
 2003  5  2 16 -6.5784 -13.3796
 2003  5  2 17 -5.0918 -17.4048
 2003  5  2 18 -0.4620 -20.6475
 2003  5  2 19  1.4036 -19.4835
 2003  5  2 20  5.2193 -14.3575
 2003  5  2 21  8.2635 -9.9199
 2003  5  2 22 10.1303 -2.4982
 2003  5  2 23 10.9687  2.6882
 2003  5  3  0 10.8559  7.9559
 2003  5  3  1  8.2930  8.0751
 2003  5  3  2  5.6584  7.5695
 2003  5  3  3  2.5583  8.3570
 2003  5  3  4 -4.4599  3.4450
 2003  5  3  5 -6.6463 -4.7496
 2003  5  3  6 -10.1904 -11.1157
 2003  5  3  7 -12.2738 -16.4463
 2003  5  3  8 -12.2455 -15.4355
 2003  5  3  9 -11.4960 -14.8145
 2003  5  3 10 -9.0299 -14.0162
 2003  5  3 11 -3.0778 -14.9482
 2003  5  3 12  1.4396 -14.9992
 2003  5  3 13  7.0642 -17.6250
 2003  5  3 14  9.5773 -20.2620
 2003  5  3 15 15.1896 -22.3375
 2003  5  3 16 17.7162 -19.6564
 2003  5  3 17 13.6323 -10.8069
 2003  5  3 18 10.8416 -6.1174
 2003  5  3 19  9.3498 -3.7429
 2003  5  3 20  5.4058  2.2750
 2003  5  3 21  0.0205  7.7396
 2003  5  3 22 -6.1060 12.2920
 2003  5  3 23 -9.0125 13.4655
 2003  5  4  0 -10.0688 10.9895
 2003  5  4  1 -12.5025  7.4879
 2003  5  4  2 -10.6717 -1.7501
 2003  5  4  3 -6.3300 -9.9450
 2003  5  4  4 -2.5066 -17.7581
 2003  5  4  5  3.2071 -26.6992
 2003  5  4  6  6.3849 -27.2187
 2003  5  4  7  8.4003 -26.6060
 2003  5  4  8 11.4201 -22.9284
 2003  5  4  9 11.6608 -14.6220
 2003  5  4 10 10.9498 -4.9889
 2003  5  4 11  7.2997  2.4814
 2003  5  4 12  4.1320  4.1342
 2003  5  4 13  2.3908  5.2311
 2003  5  4 14 -0.3173  4.5277
 2003  5  4 15 -2.3857  1.7747
 2003  5  4 16 -3.5918 -4.3315
 2003  5  4 17 -3.8198 -8.9137
 2003  5  4 18 -5.2608 -12.9431
 2003  5  4 19 -4.1493 -15.0154
 2003  5  4 20 -2.3595 -13.8163
 2003  5  4 21 -1.0041 -13.4121
 2003  5  4 22  3.2061 -9.9463
 2003  5  4 23  5.5336 -5.4528
 2003  5  5  0  9.5524 -1.6635
 2003  5  5  1 10.9537  3.2361
 2003  5  5  2  8.7697  6.6859
 2003  5  5  3  5.7296  6.0161
 2003  5  5  4  4.7918  2.7716
 2003  5  5  5  3.6972 -0.7066
 2003  5  5  6  0.8788 -4.6064
 2003  5  5  7 -3.3628 -8.8522
 2003  5  5  8 -5.0445 -10.3548
 2003  5  5  9 -6.1865 -10.9430
 2003  5  5 10 -4.8129 -9.8964
 2003  5  5 11 -4.3802 -8.0779
 2003  5  5 12 -0.8947 -8.0135
 2003  5  5 13  2.5838 -7.6132
 2003  5  5 14  4.7505 -7.1567
 2003  5  5 15  7.6770 -8.1356
 2003  5  5 16  6.7432 -9.8888
 2003  5  5 17  6.7186 -10.8588
 2003  5  5 18 10.5434 -7.9607
 2003  5  5 19 10.4038 -8.1443
 2003  5  5 20  9.6864 -2.7063
 2003  5  5 21  6.9931  2.4775
 2003  5  5 22  3.9175  9.1135
 2003  5  5 23  1.0056 10.6591
 2003  5  6  0 -3.6070 13.7000
 2003  5  6  1 -5.1615 10.5423
 2003  5  6  2 -3.5622  7.7028
 2003  5  6  3 -4.1062  4.2531
 2003  5  6  4 -0.9620  0.1816
 2003  5  6  5 -0.3694 -4.1449
 2003  5  6  6  2.3585 -7.5391
 2003  5  6  7  2.9543 -12.7947
 2003  5  6  8  6.8736 -13.0611
 2003  5  6  9  7.9438 -10.3112
 2003  5  6 10  7.2454 -7.7746
 2003  5  6 11  8.1445 -6.0179
 2003  5  6 12  7.6040 -2.9631
 2003  5  6 13  6.3103 -1.0670
 2003  5  6 14  6.1480 -2.3514
 2003  5  6 15  6.2313 -2.3008
 2003  5  6 16  3.3151 -2.9912
 2003  5  6 17  2.0839 -4.2740
 2003  5  6 18  1.9711 -7.2188
 2003  5  6 19  4.5356 -5.7402
 2003  5  6 20  4.2104 -5.7646
 2003  5  6 21  4.6598 -6.2812
 2003  5  6 22  4.5491 -2.5397
 2003  5  6 23  5.5136 -0.7990
 2003  5  7  0  5.6870  1.9682
 2003  5  7  1  4.3137  4.2455
 2003  5  7  2  4.9651  4.5408
 2003  5  7  3  5.3784  4.5936
 2003  5  7  4  4.6262  4.0644
 2003  5  7  5  5.0774  2.9227
 2003  5  7  6  5.7108 -0.1060
 2003  5  7  7  3.1963 -3.9064
 2003  5  7  8  5.0606 -7.0373
 2003  5  7  9  7.1773 -9.9328
 2003  5  7 10  6.2969 -8.7763
 2003  5  7 11  4.1290 -7.4148
 2003  5  7 12  4.6307 -6.4079
 2003  5  7 13  3.8949 -5.7248
 2003  5  7 14  2.2451 -5.5389
 2003  5  7 15  4.3722 -6.5698
 2003  5  7 16  5.8978 -7.1650
 2003  5  7 17  7.4400 -7.5760
 2003  5  7 18  8.0048 -11.0728
 2003  5  7 19  9.8611 -12.9818
 2003  5  7 20 11.1344 -10.5946
 2003  5  7 21 12.1585 -8.0981
 2003  5  7 22 10.4011 -4.0107
 2003  5  7 23  9.0694  0.7638
 2003  5  8  0 10.4318  3.3395
 2003  5  8  1 10.3503  6.8810
 2003  5  8  2 10.4087  7.2575
 2003  5  8  3 11.2190  7.8598
 2003  5  8  4  9.0936  8.9477
 2003  5  8  5  6.3359  5.4139
 2003  5  8  6  3.5362  1.7572
 2003  5  8  7  2.2195 -4.7965
 2003  5  8  8  2.6015 -9.8489
 2003  5  8  9  4.1047 -13.8178
 2003  5  8 10  4.7016 -17.2655
 2003  5  8 11  4.1249 -16.3499
 2003  5  8 12  5.0529 -17.5836
 2003  5  8 13  7.0716 -12.8251
 2003  5  8 14  7.1305 -10.9857
 2003  5  8 15  9.3650 -10.1678
 2003  5  8 16 11.0627 -7.6096
 2003  5  8 17 10.7847 -3.7091
 2003  5  8 18 11.5750 -2.2490
 2003  5  8 19  9.7243  2.2344
 2003  5  8 20  8.0580  5.2316
 2003  5  8 21  5.4693  5.1125
 2003  5  8 22  2.2073  4.2514
 2003  5  8 23 -1.3995  1.8285
 2003  5  9  0 -1.9125  1.9724
 2003  5  9  1 -1.4094  1.2453
 2003  5  9  2 -2.2229 -0.1545
 2003  5  9  3 -1.5564 -1.2752
 2003  5  9  4  1.8914 -3.1563
 2003  5  9  5  2.7007 -4.5719
 2003  5  9  6  3.4989 -2.7140
 2003  5  9  7  4.1389 -1.5765
 2003  5  9  8  3.3961 -3.2882
 2003  5  9  9  5.7658 -6.4359
 2003  5  9 10  8.5613 -9.8688
 2003  5  9 11  9.8770 -11.1502
 2003  5  9 12 10.1332 -8.7948
 2003  5  9 13  9.6680 -7.9007
 2003  5  9 14  5.0712 -2.4168
 2003  5  9 15  4.3236  0.4086
 2003  5  9 16  4.0265  2.9959
 2003  5  9 17  1.6405  4.9439
 2003  5  9 18 -0.5345  4.0264
 2003  5  9 19 -3.4393  3.8958
 2003  5  9 20 -5.7077  1.5074
 2003  5  9 21 -4.5700 -1.8835
 2003  5  9 22 -3.1233 -3.0850
 2003  5  9 23 -3.7489 -5.9371
 2003  5 10  0  0.9198 -7.4309
 2003  5 10  1  3.0040 -6.8228
 2003  5 10  2  4.0766 -4.9179
 2003  5 10  3  5.3118 -2.3988
 2003  5 10  4  6.0793  0.9724
 2003  5 10  5  6.8396  3.9105
 2003  5 10  6  6.9651  5.2266
 2003  5 10  7  4.7652  5.4377
 2003  5 10  8  2.6203  7.3897
 2003  5 10  9 -1.0091  5.7936
 2003  5 10 10 -1.2713  1.7518
 2003  5 10 11 -3.8446 -2.5876
 2003  5 10 12 -4.5831 -7.7989
 2003  5 10 13 -2.6012 -12.1359
 2003  5 10 14 -2.3343 -12.0751
 2003  5 10 15 -3.5392 -11.1799
 2003  5 10 16 -3.9761 -9.5599
 2003  5 10 17 -3.1668 -6.5207
 2003  5 10 18  0.2124 -2.6959
 2003  5 10 19  2.3769 -0.2699
 2003  5 10 20  3.4628  2.0213
 2003  5 10 21  8.1892  4.7814
 2003  5 10 22  5.6718  4.4292
 2003  5 10 23  4.5096  4.0536
 2003  5 11  0  4.5655  2.9753
 2003  5 11  1  3.4096  0.9208
 2003  5 11  2  3.2758  1.7217
 2003  5 11  3  0.8827  3.0053
 2003  5 11  4 -1.8998  4.1305
 2003  5 11  5 -7.0398  5.8752
 2003  5 11  6 -6.2730  4.7141
 2003  5 11  7 -6.1568  3.8883
 2003  5 11  8 -4.4355  1.7602
 2003  5 11  9 -1.3087 -1.3092
 2003  5 11 10 -0.0313 -5.8679
 2003  5 11 11  3.2368 -10.6218
 2003  5 11 12  5.8154 -11.3413
 2003  5 11 13  5.3090 -11.4175
 2003  5 11 14  6.7210 -10.2935
 2003  5 11 15  6.1197 -6.7185
 2003  5 11 16  5.1291 -2.1766
 2003  5 11 17  3.7336  5.0490
 2003  5 11 18  2.0855  8.3735
 2003  5 11 19 -3.4453 12.5360
 2003  5 11 20 -6.4953 12.9676
 2003  5 11 21 -6.1768 13.1449
 2003  5 11 22 -3.6890 12.0450
 2003  5 11 23 -2.4179  6.4386
 2003  5 12  0 -3.3820  1.9984
 2003  5 12  1 -5.2137 -2.4500
 2003  5 12  2 -3.5071 -7.0415
 2003  5 12  3 -2.0628 -9.5374
 2003  5 12  4 -1.1850 -6.4588
 2003  5 12  5  1.6173 -3.1469
 2003  5 12  6  3.7634  1.8273
 2003  5 12  7  4.0354  6.6604
 2003  5 12  8  1.0827 10.3770
 2003  5 12  9 -0.1573 11.5130
 2003  5 12 10 -1.4665  9.8039
 2003  5 12 11 -1.4837  5.9051
 2003  5 12 12 -0.6185  2.4424
 2003  5 12 13 -1.4497 -5.3698
 2003  5 12 14 -1.0224 -7.7696
 2003  5 12 15 -4.2949 -7.8010
 2003  5 12 16 -4.1448 -7.2534
 2003  5 12 17 -2.9704 -4.5959
 2003  5 12 18 -2.3811  0.0075
 2003  5 12 19 -0.7772  5.7501
 2003  5 12 20 -0.3689 10.3752
 2003  5 12 21  0.6584 13.4883
 2003  5 12 22  1.1838 15.0155
 2003  5 12 23  3.7462 12.6874
 2003  5 13  0  3.0531  9.2524
 2003  5 13  1  2.2895  4.6295
 2003  5 13  2  0.8539  1.4043
 2003  5 13  3  1.7142 -2.6084
 2003  5 13  4  0.9062 -2.2203
 2003  5 13  5 -1.6446 -2.6753
 2003  5 13  6 -0.9681  2.9173
 2003  5 13  7 -2.1550  6.6335
 2003  5 13  8 -2.3159  7.5094
 2003  5 13  9 -1.9578  8.5185
 2003  5 13 10 -0.7614  8.8265
 2003  5 13 11 -2.1313  5.5277
 2003  5 13 12  0.6329  1.5897
 2003  5 13 13  0.9079 -3.8291
 2003  5 13 14 -0.5993 -7.5703
 2003  5 13 15 -0.4288 -9.8592
 2003  5 13 16 -0.4103 -7.0148
 2003  5 13 17 -2.0883 -3.7151
 2003  5 13 18 -2.6325  0.2128
 2003  5 13 19 -2.5549  6.9845
 2003  5 13 20 -0.8663 11.0207
 2003  5 13 21  0.6174 17.6331
 2003  5 13 22  0.7126 21.0779
 2003  5 13 23  2.2969 17.8900
 2003  5 14  0  2.5787 13.2838
 2003  5 14  1  1.8197  8.4205
 2003  5 14  2 -0.0375  3.2757
 2003  5 14  3 -1.3398 -5.5503
 2003  5 14  4  0.2639 -6.3965
 2003  5 14  5 -1.7459 -7.6521
 2003  5 14  6 -0.0399 -3.4890
 2003  5 14  7  1.7554  1.2628
 2003  5 14  8  1.4137  5.1614
 2003  5 14  9  2.0141  9.1906
 2003  5 14 10  1.2587  9.3102
 2003  5 14 11  1.9573  7.5390
 2003  5 14 12  0.2055  3.6319
 2003  5 14 13  2.2621 -1.3040
 2003  5 14 14  1.6068 -6.5651
 2003  5 14 15  4.4023 -8.4038
 2003  5 14 16  5.8612 -8.3072
 2003  5 14 17  3.9737 -2.9220
 2003  5 14 18  1.9225  1.9553
 2003  5 14 19  2.0293  9.8739
 2003  5 14 20  2.0574 16.6124
 2003  5 14 21  2.0483 22.1576
 2003  5 14 22  2.0206 24.8531
 2003  5 14 23  1.8903 25.6841
 2003  5 15  0 -0.0401 18.2730
 2003  5 15  1 -0.7261 11.8195
 2003  5 15  2 -1.4526  3.4972
 2003  5 15  3 -2.5635 -1.2332
 2003  5 15  4  0.1434 -6.8937
 2003  5 15  5 -0.1129 -10.1664
 2003  5 15  6 -0.4041 -8.4169
 2003  5 15  7  0.4444 -6.0452
 2003  5 15  8  1.3937 -0.9319
 2003  5 15  9  2.5307  3.2364
 2003  5 15 10  2.1006  6.5109
 2003  5 15 11  2.2748  6.5881
 2003  5 15 12  1.5777  3.6118
 2003  5 15 13  0.1919 -0.4727
 2003  5 15 14  1.5879 -5.5403
 2003  5 15 15  2.0679 -8.6649
 2003  5 15 16 -0.7053 -8.9639
 2003  5 15 17 -3.2062 -10.5163
 2003  5 15 18 -2.3201 -8.5364
 2003  5 15 19 -2.2164 -1.1797
 2003  5 15 20 -0.0130  7.1663
 2003  5 15 21  1.0955 15.9193
 2003  5 15 22  0.8627 21.7584
 2003  5 15 23 -0.4015 22.7606
 2003  5 16  0 -1.2196 20.8138
 2003  5 16  1 -0.1551 14.6087
 2003  5 16  2 -1.4614  9.9856
 2003  5 16  3 -0.7831  1.6624
 2003  5 16  4 -3.3740 -5.1079
 2003  5 16  5 -2.4682 -9.4314
 2003  5 16  6 -3.6023 -10.8066
 2003  5 16  7 -2.7239 -9.6523
 2003  5 16  8  0.2364 -5.6190
 2003  5 16  9 -3.5455  0.6041
 2003  5 16 10 -2.2598  6.3853
 2003  5 16 11 -3.1138  8.1786
 2003  5 16 12 -4.1610  7.7550
 2003  5 16 13 -3.8654  3.9022
 2003  5 16 14 -2.7567 -1.9542
 2003  5 16 15 -2.8477 -6.8473
 2003  5 16 16 -3.2730 -12.3036
 2003  5 16 17 -0.4061 -12.2608
 2003  5 16 18  2.2334 -8.6350
 2003  5 16 19  2.2981 -3.6172
 2003  5 16 20  2.7523  2.4465
 2003  5 16 21  2.9668  8.8368
 2003  5 16 22  2.3108 17.5555
 2003  5 16 23  2.6654 24.8801
 2003  5 17  0  0.4679 25.1814
 2003  5 17  1 -1.6692 22.0120
 2003  5 17  2 -2.3881 16.1137
 2003  5 17  3 -3.1279 10.1465
 2003  5 17  4 -7.7855  0.2344
 2003  5 17  5 -8.2363 -6.9549
 2003  5 17  6 -7.7748 -13.4610
 2003  5 17  7 -5.8931 -14.1114
 2003  5 17  8 -2.4308 -13.7678
 2003  5 17  9  0.2998 -11.8703
 2003  5 17 10  2.6253 -3.9050
 2003  5 17 11  2.8063  3.2379
 2003  5 17 12  4.2513  6.7939
 2003  5 17 13  1.3282  5.9552
 2003  5 17 14  1.7344  4.1483
 2003  5 17 15  1.0859 -0.1496
 2003  5 17 16  1.3979 -1.9337
 2003  5 17 17  0.0551 -2.8716
 2003  5 17 18 -2.3769 -3.4016
 2003  5 17 19 -4.5345 -4.2488
 2003  5 17 20 -3.4615 -1.0086
 2003  5 17 21 -3.4404  4.3959
 2003  5 17 22 -3.6028  8.6941
 2003  5 17 23 -3.3066 11.7131
 2003  5 18  0 -2.8076 11.1850
 2003  5 18  1 -2.4031 13.7510
 2003  5 18  2 -1.3405  9.5367
 2003  5 18  3 -1.0798  2.9030
 2003  5 18  4  0.8395 -3.0818
 2003  5 18  5  0.7107 -5.9958
 2003  5 18  6  0.3180 -7.2370
 2003  5 18  7  1.2363 -10.4948
 2003  5 18  8  2.5166 -9.1772
 2003  5 18  9  0.6907 -4.8797
 2003  5 18 10  2.4245  0.8408
 2003  5 18 11 -0.0106  3.6807
 2003  5 18 12 -1.3321  3.9303
 2003  5 18 13 -3.3847  6.3807
 2003  5 18 14 -3.3710  4.2878
 2003  5 18 15 -1.5311 -0.3777
 2003  5 18 16 -0.6499 -4.3487
 2003  5 18 17 -0.7231 -6.2000
 2003  5 18 18 -0.6027 -9.7213
 2003  5 18 19  0.1069 -8.2347
 2003  5 18 20  1.3902 -3.9463
 2003  5 18 21  2.3652  0.9599
 2003  5 18 22  1.4958  7.8087
 2003  5 18 23  3.6390 12.6865
 2003  5 19  0  5.2408 16.2064
 2003  5 19  1  2.1023 18.8080
 2003  5 19  2  1.2399 17.3904
 2003  5 19  3 -2.9638 15.9177
 2003  5 19  4 -9.9592  9.8515
 2003  5 19  5 -8.0747  1.1031
 2003  5 19  6 -5.3100 -7.1142
 2003  5 19  7 -3.2315 -8.8165
 2003  5 19  8 -3.5925 -11.0775
 2003  5 19  9 -1.8580 -11.0562
 2003  5 19 10  1.2940 -10.3735
 2003  5 19 11  5.1099 -5.0314
 2003  5 19 12  4.3237 -3.5395
 2003  5 19 13  5.1533  1.2734
 2003  5 19 14  5.6090  0.4756
 2003  5 19 15  5.6641  0.0787
 2003  5 19 16  5.0783  0.1453
 2003  5 19 17  5.3192 -0.3163
 2003  5 19 18  4.6648  0.4578
 2003  5 19 19  3.6881  2.3343
 2003  5 19 20  2.3081  2.5625
 2003  5 19 21  1.1477  3.1342
 2003  5 19 22  0.8496  6.2049
 2003  5 19 23  0.5675  7.5170
 2003  5 20  0 -1.2958 10.9960
 2003  5 20  1 -2.9121  9.8581
 2003  5 20  2 -1.5179  8.3402
 2003  5 20  3  0.5004  5.6624
 2003  5 20  4  0.1448  4.2063
 2003  5 20  5 -0.7706 -1.1550
 2003  5 20  6 -0.8134 -4.5170
 2003  5 20  7  0.4795 -7.7314
 2003  5 20  8  3.6690 -7.9380
 2003  5 20  9  4.0483 -8.3922
 2003  5 20 10  6.2873 -5.5076
 2003  5 20 11  5.7759 -3.7515
 2003  5 20 12  3.4915 -4.3690
 2003  5 20 13  2.2864 -2.2126
 2003  5 20 14  2.3699  0.9792
 2003  5 20 15  0.8023 -1.2189
 2003  5 20 16  1.3642 -0.7525
 2003  5 20 17  1.8645 -0.4453
 2003  5 20 18  1.5885  0.6453
 2003  5 20 19  0.0176 -2.2170
 2003  5 20 20  2.1693 -2.8442
 2003  5 20 21  4.3413 -0.7436
 2003  5 20 22  1.6136  1.7893
 2003  5 20 23  2.2520  1.5388
 2003  5 21  0  3.4669  4.8728
 2003  5 21  1  4.8660  5.0107
 2003  5 21  2  3.8537  7.1466
 2003  5 21  3  3.5110  5.8493
 2003  5 21  4  3.6169  3.7628
 2003  5 21  5  3.8643  2.3859
 2003  5 21  6  3.1368 -3.3844
 2003  5 21  7  3.3063 -7.0464
 2003  5 21  8  4.2903 -11.4263
 2003  5 21  9  4.7198 -16.6917
 2003  5 21 10  5.4658 -16.5911
 2003  5 21 11  3.8031 -16.2201
 2003  5 21 12  2.1158 -14.6191
 2003  5 21 13  2.6489 -15.7169
 2003  5 21 14  2.4550 -17.2710
 2003  5 21 15  1.9835 -16.8170
 2003  5 21 16  2.1568 -13.7653
 2003  5 21 17  4.5403 -11.3916
 2003  5 21 18  5.1996 -8.4189
 2003  5 21 19  3.3206 -7.4252
 2003  5 21 20  3.8069 -7.4861
 2003  5 21 21  2.6643 -9.4359
 2003  5 21 22  1.8463 -10.8180
 2003  5 21 23  0.1837 -12.1685
 2003  5 22  0 -0.8173 -4.5556
 2003  5 22  1 -5.9543 -0.7294
 2003  5 22  2 -10.4937  1.0099
 2003  5 22  3 -17.3919 -2.3236
 2003  5 22  4 -16.0055 -5.2559
 2003  5 22  5 -14.9551 -9.6842
 2003  5 22  6 -15.8355 -18.1658
 2003  5 22  7 -5.4876 -18.3971
 2003  5 22  8  2.8795 -12.6739
 2003  5 22  9  4.0555 -12.7900
 2003  5 22 10  4.0796 -15.8505
 2003  5 22 11  4.4538 -18.2843
 2003  5 22 12  6.5411 -24.5306
 2003  5 22 13 15.7377 -29.3302
 2003  5 22 14 19.3100 -21.6591
 2003  5 22 15 17.2667 -9.0153
 2003  5 22 16  8.3681 -1.3199
 2003  5 22 17  6.4015  4.0424
 2003  5 22 18  3.8211  5.4119
 2003  5 22 19 -1.0463  4.0991
 2003  5 22 20 -3.1489 -0.5758
 2003  5 22 21 -4.8085 -1.8118
 2003  5 22 22 -6.8778 -4.7893
 2003  5 22 23 -11.8909 -9.4145
 2003  5 23  0 -11.4718 -14.9629
 2003  5 23  1 -9.3146 -15.3687
 2003  5 23  2 -8.0650 -16.2325
 2003  5 23  3 -7.9052 -17.4879
 2003  5 23  4 -2.9745 -14.1096
 2003  5 23  5 -1.6126 -10.5985
 2003  5 23  6  3.9049 -11.7643
 2003  5 23  7  7.0772 -12.7936
 2003  5 23  8  9.1593 -12.2251
 2003  5 23  9 12.1469 -11.9424
 2003  5 23 10 15.1677 -12.2383
 2003  5 23 11 14.5255 -8.0175
 2003  5 23 12 10.1203 -5.7682
 2003  5 23 13  4.5562 -3.6701
 2003  5 23 14  0.7186 -3.5283
 2003  5 23 15 -1.0919 -1.1680
 2003  5 23 16 -5.0118 -0.6565
 2003  5 23 17 -5.8129 -0.3891
 2003  5 23 18 -8.3476 -1.6550
 2003  5 23 19 -8.3050 -2.4761
 2003  5 23 20 -6.5620 -2.8114
 2003  5 23 21 -4.7518 -5.4994
 2003  5 23 22 -4.0789 -6.6960
 2003  5 23 23 -2.3688 -9.7944
 2003  5 24  0  0.6921 -13.8445
 2003  5 24  1  5.1553 -13.0704
 2003  5 24  2  3.9259 -9.0889
 2003  5 24  3  6.7221 -7.4943
 2003  5 24  4  6.7911 -5.5179
 2003  5 24  5  8.2236 -3.6281
 2003  5 24  6  7.5592 -1.2722
 2003  5 24  7  7.6292 -0.0506
 2003  5 24  8  8.1307  4.9801
 2003  5 24  9  4.1663  3.7061
 2003  5 24 10  0.9715  3.4479
 2003  5 24 11  0.4307 -0.8833
 2003  5 24 12 -1.9173 -6.1967
 2003  5 24 13 -6.6818 -9.2288
